orderid,productid,unitprice,quantity,discount,orderdate,customerid,employeeid,shipvia,ca,annee_mois,date_join,datesk_x,customersk_x,companyname_x,country_x,employeesk_x,fullname_x,datesk_y,customersk_y,companyname_y,country_y,employeesk_y,fullname_y,customersk,companyname,country,employeesk,fullname
10566,18,62.5,18,0.15000000596046448,1997-06-12,BLONP,9,1,956.2499932944775,1997-06,1997-06-12,344,BLONP,Blondesddsl père et fils,France,9,Anne Dodsworth,344,BLONP,Blondesddsl père et fils,France,9,Anne Dodsworth,BLONP,Blondesddsl père et fils,France,9,Anne Dodsworth
10566,76,18.0,10,0.0,1997-06-12,BLONP,9,1,180.0,1997-06,1997-06-12,344,BLONP,Blondesddsl père et fils,France,9,Anne Dodsworth,344,BLONP,Blondesddsl père et fils,France,9,Anne Dodsworth,BLONP,Blondesddsl père et fils,France,9,Anne Dodsworth
10567,31,12.5,60,0.20000000298023224,1997-06-12,HUNGO,1,1,599.9999977648258,1997-06,1997-06-12,344,HUNGO,Hungry Owl All-Night Grocers,Ireland,1,Nancy Davolio,344,HUNGO,Hungry Owl All-Night Grocers,Ireland,1,Nancy Davolio,HUNGO,Hungry Owl All-Night Grocers,Ireland,1,Nancy Davolio
10567,51,53.0,3,0.0,1997-06-12,HUNGO,1,1,159.0,1997-06,1997-06-12,344,HUNGO,Hungry Owl All-Night Grocers,Ireland,1,Nancy Davolio,344,HUNGO,Hungry Owl All-Night Grocers,Ireland,1,Nancy Davolio,HUNGO,Hungry Owl All-Night Grocers,Ireland,1,Nancy Davolio
10567,59,55.0,40,0.20000000298023224,1997-06-12,HUNGO,1,1,1759.999993443489,1997-06,1997-06-12,344,HUNGO,Hungry Owl All-Night Grocers,Ireland,1,Nancy Davolio,344,HUNGO,Hungry Owl All-Night Grocers,Ireland,1,Nancy Davolio,HUNGO,Hungry Owl All-Night Grocers,Ireland,1,Nancy Davolio
10568,10,31.0,5,0.0,1997-06-13,GALED,3,3,155.0,1997-06,1997-06-13,345,GALED,Galería del gastrónomo,Spain,3,Janet Leverling,345,GALED,Galería del gastrónomo,Spain,3,Janet Leverling,GALED,Galería del gastrónomo,Spain,3,Janet Leverling
10569,31,12.5,35,0.20000000298023224,1997-06-16,RATTC,5,1,349.9999986961484,1997-06,1997-06-16,348,RATTC,Rattlesnake Canyon Grocery,USA,5,Steven Buchanan,348,RATTC,Rattlesnake Canyon Grocery,USA,5,Steven Buchanan,RATTC,Rattlesnake Canyon Grocery,USA,5,Steven Buchanan
10569,76,18.0,30,0.0,1997-06-16,RATTC,5,1,540.0,1997-06,1997-06-16,348,RATTC,Rattlesnake Canyon Grocery,USA,5,Steven Buchanan,348,RATTC,Rattlesnake Canyon Grocery,USA,5,Steven Buchanan,RATTC,Rattlesnake Canyon Grocery,USA,5,Steven Buchanan
10570,11,21.0,15,0.05000000074505806,1997-06-17,MEREP,3,3,299.2499997653067,1997-06,1997-06-17,349,MEREP,Mère Paillarde,Canada,3,Janet Leverling,349,MEREP,Mère Paillarde,Canada,3,Janet Leverling,MEREP,Mère Paillarde,Canada,3,Janet Leverling
10570,56,38.0,60,0.05000000074505806,1997-06-17,MEREP,3,3,2165.9999983012676,1997-06,1997-06-17,349,MEREP,Mère Paillarde,Canada,3,Janet Leverling,349,MEREP,Mère Paillarde,Canada,3,Janet Leverling,MEREP,Mère Paillarde,Canada,3,Janet Leverling
10571,14,23.25,11,0.15000000596046448,1997-06-17,ERNSH,8,3,217.3874984756112,1997-06,1997-06-17,349,ERNSH,Ernst Handel,Austria,8,Laura Callahan,349,ERNSH,Ernst Handel,Austria,8,Laura Callahan,ERNSH,Ernst Handel,Austria,8,Laura Callahan
10571,42,14.0,28,0.15000000596046448,1997-06-17,ERNSH,8,3,333.1999976634979,1997-06,1997-06-17,349,ERNSH,Ernst Handel,Austria,8,Laura Callahan,349,ERNSH,Ernst Handel,Austria,8,Laura Callahan,ERNSH,Ernst Handel,Austria,8,Laura Callahan
10572,16,17.45,12,0.10000000149011612,1997-06-18,BERGS,3,2,188.45999968796966,1997-06,1997-06-18,350,BERGS,Berglunds snabbköp,Sweden,3,Janet Leverling,350,BERGS,Berglunds snabbköp,Sweden,3,Janet Leverling,BERGS,Berglunds snabbköp,Sweden,3,Janet Leverling
10572,32,32.0,10,0.10000000149011612,1997-06-18,BERGS,3,2,287.99999952316284,1997-06,1997-06-18,350,BERGS,Berglunds snabbköp,Sweden,3,Janet Leverling,350,BERGS,Berglunds snabbköp,Sweden,3,Janet Leverling,BERGS,Berglunds snabbköp,Sweden,3,Janet Leverling
10572,40,18.4,50,0.0,1997-06-18,BERGS,3,2,919.9999999999999,1997-06,1997-06-18,350,BERGS,Berglunds snabbköp,Sweden,3,Janet Leverling,350,BERGS,Berglunds snabbköp,Sweden,3,Janet Leverling,BERGS,Berglunds snabbköp,Sweden,3,Janet Leverling
10572,75,7.75,15,0.10000000149011612,1997-06-18,BERGS,3,2,104.624999826774,1997-06,1997-06-18,350,BERGS,Berglunds snabbköp,Sweden,3,Janet Leverling,350,BERGS,Berglunds snabbköp,Sweden,3,Janet Leverling,BERGS,Berglunds snabbköp,Sweden,3,Janet Leverling
10573,17,39.0,18,0.0,1997-06-19,ANTON,7,3,702.0,1997-06,1997-06-19,351,ANTON,Antonio Moreno Taquería,Mexico,7,Robert King,351,ANTON,Antonio Moreno Taquería,Mexico,7,Robert King,ANTON,Antonio Moreno Taquería,Mexico,7,Robert King
10573,34,14.0,40,0.0,1997-06-19,ANTON,7,3,560.0,1997-06,1997-06-19,351,ANTON,Antonio Moreno Taquería,Mexico,7,Robert King,351,ANTON,Antonio Moreno Taquería,Mexico,7,Robert King,ANTON,Antonio Moreno Taquería,Mexico,7,Robert King
10573,53,32.8,25,0.0,1997-06-19,ANTON,7,3,819.9999999999999,1997-06,1997-06-19,351,ANTON,Antonio Moreno Taquería,Mexico,7,Robert King,351,ANTON,Antonio Moreno Taquería,Mexico,7,Robert King,ANTON,Antonio Moreno Taquería,Mexico,7,Robert King
10574,33,2.5,14,0.0,1997-06-19,TRAIH,4,2,35.0,1997-06,1997-06-19,351,TRAIH,Trail's Head Gourmet Provisioners,USA,4,Margaret Peacock,351,TRAIH,Trail's Head Gourmet Provisioners,USA,4,Margaret Peacock,TRAIH,Trail's Head Gourmet Provisioners,USA,4,Margaret Peacock
10574,40,18.4,2,0.0,1997-06-19,TRAIH,4,2,36.8,1997-06,1997-06-19,351,TRAIH,Trail's Head Gourmet Provisioners,USA,4,Margaret Peacock,351,TRAIH,Trail's Head Gourmet Provisioners,USA,4,Margaret Peacock,TRAIH,Trail's Head Gourmet Provisioners,USA,4,Margaret Peacock
10574,62,49.3,10,0.0,1997-06-19,TRAIH,4,2,493.0,1997-06,1997-06-19,351,TRAIH,Trail's Head Gourmet Provisioners,USA,4,Margaret Peacock,351,TRAIH,Trail's Head Gourmet Provisioners,USA,4,Margaret Peacock,TRAIH,Trail's Head Gourmet Provisioners,USA,4,Margaret Peacock
10574,64,33.25,6,0.0,1997-06-19,TRAIH,4,2,199.5,1997-06,1997-06-19,351,TRAIH,Trail's Head Gourmet Provisioners,USA,4,Margaret Peacock,351,TRAIH,Trail's Head Gourmet Provisioners,USA,4,Margaret Peacock,TRAIH,Trail's Head Gourmet Provisioners,USA,4,Margaret Peacock
10575,59,55.0,12,0.0,1997-06-20,MORGK,5,1,660.0,1997-06,1997-06-20,352,MORGK,Morgenstern Gesundkost,Germany,5,Steven Buchanan,352,MORGK,Morgenstern Gesundkost,Germany,5,Steven Buchanan,MORGK,Morgenstern Gesundkost,Germany,5,Steven Buchanan
10575,63,43.9,6,0.0,1997-06-20,MORGK,5,1,263.4,1997-06,1997-06-20,352,MORGK,Morgenstern Gesundkost,Germany,5,Steven Buchanan,352,MORGK,Morgenstern Gesundkost,Germany,5,Steven Buchanan,MORGK,Morgenstern Gesundkost,Germany,5,Steven Buchanan
10575,72,34.8,30,0.0,1997-06-20,MORGK,5,1,1044.0,1997-06,1997-06-20,352,MORGK,Morgenstern Gesundkost,Germany,5,Steven Buchanan,352,MORGK,Morgenstern Gesundkost,Germany,5,Steven Buchanan,MORGK,Morgenstern Gesundkost,Germany,5,Steven Buchanan
10575,76,18.0,10,0.0,1997-06-20,MORGK,5,1,180.0,1997-06,1997-06-20,352,MORGK,Morgenstern Gesundkost,Germany,5,Steven Buchanan,352,MORGK,Morgenstern Gesundkost,Germany,5,Steven Buchanan,MORGK,Morgenstern Gesundkost,Germany,5,Steven Buchanan
10576,1,18.0,10,0.0,1997-06-23,TORTU,3,3,180.0,1997-06,1997-06-23,355,TORTU,Tortuga Restaurante,Mexico,3,Janet Leverling,355,TORTU,Tortuga Restaurante,Mexico,3,Janet Leverling,TORTU,Tortuga Restaurante,Mexico,3,Janet Leverling
10576,31,12.5,20,0.0,1997-06-23,TORTU,3,3,250.0,1997-06,1997-06-23,355,TORTU,Tortuga Restaurante,Mexico,3,Janet Leverling,355,TORTU,Tortuga Restaurante,Mexico,3,Janet Leverling,TORTU,Tortuga Restaurante,Mexico,3,Janet Leverling
10576,44,19.45,21,0.0,1997-06-23,TORTU,3,3,408.45,1997-06,1997-06-23,355,TORTU,Tortuga Restaurante,Mexico,3,Janet Leverling,355,TORTU,Tortuga Restaurante,Mexico,3,Janet Leverling,TORTU,Tortuga Restaurante,Mexico,3,Janet Leverling
10577,39,18.0,10,0.0,1997-06-23,TRAIH,9,2,180.0,1997-06,1997-06-23,355,TRAIH,Trail's Head Gourmet Provisioners,USA,9,Anne Dodsworth,355,TRAIH,Trail's Head Gourmet Provisioners,USA,9,Anne Dodsworth,TRAIH,Trail's Head Gourmet Provisioners,USA,9,Anne Dodsworth
10577,75,7.75,20,0.0,1997-06-23,TRAIH,9,2,155.0,1997-06,1997-06-23,355,TRAIH,Trail's Head Gourmet Provisioners,USA,9,Anne Dodsworth,355,TRAIH,Trail's Head Gourmet Provisioners,USA,9,Anne Dodsworth,TRAIH,Trail's Head Gourmet Provisioners,USA,9,Anne Dodsworth
10577,77,13.0,18,0.0,1997-06-23,TRAIH,9,2,234.0,1997-06,1997-06-23,355,TRAIH,Trail's Head Gourmet Provisioners,USA,9,Anne Dodsworth,355,TRAIH,Trail's Head Gourmet Provisioners,USA,9,Anne Dodsworth,TRAIH,Trail's Head Gourmet Provisioners,USA,9,Anne Dodsworth
10578,35,18.0,20,0.0,1997-06-24,BSBEV,4,3,360.0,1997-06,1997-06-24,356,BSBEV,B's Beverages,UK,4,Margaret Peacock,356,BSBEV,B's Beverages,UK,4,Margaret Peacock,BSBEV,B's Beverages,UK,4,Margaret Peacock
10578,57,19.5,6,0.0,1997-06-24,BSBEV,4,3,117.0,1997-06,1997-06-24,356,BSBEV,B's Beverages,UK,4,Margaret Peacock,356,BSBEV,B's Beverages,UK,4,Margaret Peacock,BSBEV,B's Beverages,UK,4,Margaret Peacock
10579,15,15.5,10,0.0,1997-06-25,LETSS,1,2,155.0,1997-06,1997-06-25,357,LETSS,Let's Stop N Shop,USA,1,Nancy Davolio,357,LETSS,Let's Stop N Shop,USA,1,Nancy Davolio,LETSS,Let's Stop N Shop,USA,1,Nancy Davolio
10579,75,7.75,21,0.0,1997-06-25,LETSS,1,2,162.75,1997-06,1997-06-25,357,LETSS,Let's Stop N Shop,USA,1,Nancy Davolio,357,LETSS,Let's Stop N Shop,USA,1,Nancy Davolio,LETSS,Let's Stop N Shop,USA,1,Nancy Davolio
10580,14,23.25,15,0.05000000074505806,1997-06-26,OTTIK,4,3,331.312499740161,1997-06,1997-06-26,358,OTTIK,Ottilies Käseladen,Germany,4,Margaret Peacock,358,OTTIK,Ottilies Käseladen,Germany,4,Margaret Peacock,OTTIK,Ottilies Käseladen,Germany,4,Margaret Peacock
10580,41,9.65,9,0.05000000074505806,1997-06-26,OTTIK,4,3,82.50749993529172,1997-06,1997-06-26,358,OTTIK,Ottilies Käseladen,Germany,4,Margaret Peacock,358,OTTIK,Ottilies Käseladen,Germany,4,Margaret Peacock,OTTIK,Ottilies Käseladen,Germany,4,Margaret Peacock
10580,65,21.05,30,0.05000000074505806,1997-06-26,OTTIK,4,3,599.9249995294958,1997-06,1997-06-26,358,OTTIK,Ottilies Käseladen,Germany,4,Margaret Peacock,358,OTTIK,Ottilies Käseladen,Germany,4,Margaret Peacock,OTTIK,Ottilies Käseladen,Germany,4,Margaret Peacock
10581,75,7.75,50,0.20000000298023224,1997-06-26,FAMIA,3,1,309.99999884516,1997-06,1997-06-26,358,FAMIA,Familia Arquibaldo,Brazil,3,Janet Leverling,358,FAMIA,Familia Arquibaldo,Brazil,3,Janet Leverling,FAMIA,Familia Arquibaldo,Brazil,3,Janet Leverling
10582,57,19.5,4,0.0,1997-06-27,BLAUS,3,2,78.0,1997-06,1997-06-27,359,BLAUS,Blauer See Delikatessen,Germany,3,Janet Leverling,359,BLAUS,Blauer See Delikatessen,Germany,3,Janet Leverling,BLAUS,Blauer See Delikatessen,Germany,3,Janet Leverling
10582,76,18.0,14,0.0,1997-06-27,BLAUS,3,2,252.0,1997-06,1997-06-27,359,BLAUS,Blauer See Delikatessen,Germany,3,Janet Leverling,359,BLAUS,Blauer See Delikatessen,Germany,3,Janet Leverling,BLAUS,Blauer See Delikatessen,Germany,3,Janet Leverling
10583,29,123.79,10,0.0,1997-06-30,WARTH,2,2,1237.9,1997-06,1997-06-30,362,WARTH,Wartian Herkku,Finland,2,Andrew Fuller,362,WARTH,Wartian Herkku,Finland,2,Andrew Fuller,WARTH,Wartian Herkku,Finland,2,Andrew Fuller
10583,60,34.0,24,0.15000000596046448,1997-06-30,WARTH,2,2,693.599995136261,1997-06,1997-06-30,362,WARTH,Wartian Herkku,Finland,2,Andrew Fuller,362,WARTH,Wartian Herkku,Finland,2,Andrew Fuller,WARTH,Wartian Herkku,Finland,2,Andrew Fuller
10583,69,36.0,10,0.15000000596046448,1997-06-30,WARTH,2,2,305.9999978542328,1997-06,1997-06-30,362,WARTH,Wartian Herkku,Finland,2,Andrew Fuller,362,WARTH,Wartian Herkku,Finland,2,Andrew Fuller,WARTH,Wartian Herkku,Finland,2,Andrew Fuller
10584,31,12.5,50,0.05000000074505806,1997-06-30,BLONP,4,1,593.7499995343387,1997-06,1997-06-30,362,BLONP,Blondesddsl père et fils,France,4,Margaret Peacock,362,BLONP,Blondesddsl père et fils,France,4,Margaret Peacock,BLONP,Blondesddsl père et fils,France,4,Margaret Peacock
10585,47,9.5,15,0.0,1997-07-01,WELLI,7,1,142.5,1997-07,1997-07-01,363,WELLI,Wellington Importadora,Brazil,7,Robert King,363,WELLI,Wellington Importadora,Brazil,7,Robert King,WELLI,Wellington Importadora,Brazil,7,Robert King
10586,52,7.0,4,0.15000000596046448,1997-07-02,REGGC,9,1,23.799999833106995,1997-07,1997-07-02,364,REGGC,Reggiani Caseifici,Italy,9,Anne Dodsworth,364,REGGC,Reggiani Caseifici,Italy,9,Anne Dodsworth,REGGC,Reggiani Caseifici,Italy,9,Anne Dodsworth
10587,26,31.23,6,0.0,1997-07-02,QUEDE,1,1,187.38,1997-07,1997-07-02,364,QUEDE,Que Delícia,Brazil,1,Nancy Davolio,364,QUEDE,Que Delícia,Brazil,1,Nancy Davolio,QUEDE,Que Delícia,Brazil,1,Nancy Davolio
10587,35,18.0,20,0.0,1997-07-02,QUEDE,1,1,360.0,1997-07,1997-07-02,364,QUEDE,Que Delícia,Brazil,1,Nancy Davolio,364,QUEDE,Que Delícia,Brazil,1,Nancy Davolio,QUEDE,Que Delícia,Brazil,1,Nancy Davolio
10587,77,13.0,20,0.0,1997-07-02,QUEDE,1,1,260.0,1997-07,1997-07-02,364,QUEDE,Que Delícia,Brazil,1,Nancy Davolio,364,QUEDE,Que Delícia,Brazil,1,Nancy Davolio,QUEDE,Que Delícia,Brazil,1,Nancy Davolio
10588,18,62.5,40,0.20000000298023224,1997-07-03,QUICK,2,3,1999.9999925494194,1997-07,1997-07-03,365,QUICK,QUICK-Stop,Germany,2,Andrew Fuller,365,QUICK,QUICK-Stop,Germany,2,Andrew Fuller,QUICK,QUICK-Stop,Germany,2,Andrew Fuller
10588,42,14.0,100,0.20000000298023224,1997-07-03,QUICK,2,3,1119.9999958276749,1997-07,1997-07-03,365,QUICK,QUICK-Stop,Germany,2,Andrew Fuller,365,QUICK,QUICK-Stop,Germany,2,Andrew Fuller,QUICK,QUICK-Stop,Germany,2,Andrew Fuller
10589,35,18.0,4,0.0,1997-07-04,GREAL,8,2,72.0,1997-07,1997-07-04,366,GREAL,Great Lakes Food Market,USA,8,Laura Callahan,366,GREAL,Great Lakes Food Market,USA,8,Laura Callahan,GREAL,Great Lakes Food Market,USA,8,Laura Callahan
10590,1,18.0,20,0.0,1997-07-07,MEREP,4,3,360.0,1997-07,1997-07-07,369,MEREP,Mère Paillarde,Canada,4,Margaret Peacock,369,MEREP,Mère Paillarde,Canada,4,Margaret Peacock,MEREP,Mère Paillarde,Canada,4,Margaret Peacock
10590,77,13.0,60,0.05000000074505806,1997-07-07,MEREP,4,3,740.9999994188547,1997-07,1997-07-07,369,MEREP,Mère Paillarde,Canada,4,Margaret Peacock,369,MEREP,Mère Paillarde,Canada,4,Margaret Peacock,MEREP,Mère Paillarde,Canada,4,Margaret Peacock
10591,3,10.0,14,0.0,1997-07-07,VAFFE,1,1,140.0,1997-07,1997-07-07,369,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,369,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio
10591,7,30.0,10,0.0,1997-07-07,VAFFE,1,1,300.0,1997-07,1997-07-07,369,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,369,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio
10591,54,7.45,50,0.0,1997-07-07,VAFFE,1,1,372.5,1997-07,1997-07-07,369,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,369,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio
10592,15,15.5,25,0.05000000074505806,1997-07-08,LEHMS,3,1,368.12499971129,1997-07,1997-07-08,370,LEHMS,Lehmanns Marktstand,Germany,3,Janet Leverling,370,LEHMS,Lehmanns Marktstand,Germany,3,Janet Leverling,LEHMS,Lehmanns Marktstand,Germany,3,Janet Leverling
10592,26,31.23,5,0.05000000074505806,1997-07-08,LEHMS,3,1,148.3424998836592,1997-07,1997-07-08,370,LEHMS,Lehmanns Marktstand,Germany,3,Janet Leverling,370,LEHMS,Lehmanns Marktstand,Germany,3,Janet Leverling,LEHMS,Lehmanns Marktstand,Germany,3,Janet Leverling
10593,20,81.0,21,0.20000000298023224,1997-07-09,LEHMS,7,2,1360.799994930625,1997-07,1997-07-09,371,LEHMS,Lehmanns Marktstand,Germany,7,Robert King,371,LEHMS,Lehmanns Marktstand,Germany,7,Robert King,LEHMS,Lehmanns Marktstand,Germany,7,Robert King
10593,69,36.0,20,0.20000000298023224,1997-07-09,LEHMS,7,2,575.9999978542328,1997-07,1997-07-09,371,LEHMS,Lehmanns Marktstand,Germany,7,Robert King,371,LEHMS,Lehmanns Marktstand,Germany,7,Robert King,LEHMS,Lehmanns Marktstand,Germany,7,Robert King
10593,76,18.0,4,0.20000000298023224,1997-07-09,LEHMS,7,2,57.59999978542328,1997-07,1997-07-09,371,LEHMS,Lehmanns Marktstand,Germany,7,Robert King,371,LEHMS,Lehmanns Marktstand,Germany,7,Robert King,LEHMS,Lehmanns Marktstand,Germany,7,Robert King
10594,52,7.0,24,0.0,1997-07-09,OLDWO,3,2,168.0,1997-07,1997-07-09,371,OLDWO,Old World Delicatessen,USA,3,Janet Leverling,371,OLDWO,Old World Delicatessen,USA,3,Janet Leverling,OLDWO,Old World Delicatessen,USA,3,Janet Leverling
10594,58,13.25,30,0.0,1997-07-09,OLDWO,3,2,397.5,1997-07,1997-07-09,371,OLDWO,Old World Delicatessen,USA,3,Janet Leverling,371,OLDWO,Old World Delicatessen,USA,3,Janet Leverling,OLDWO,Old World Delicatessen,USA,3,Janet Leverling
10595,35,18.0,30,0.25,1997-07-10,ERNSH,2,1,405.0,1997-07,1997-07-10,372,ERNSH,Ernst Handel,Austria,2,Andrew Fuller,372,ERNSH,Ernst Handel,Austria,2,Andrew Fuller,ERNSH,Ernst Handel,Austria,2,Andrew Fuller
10595,61,28.5,120,0.25,1997-07-10,ERNSH,2,1,2565.0,1997-07,1997-07-10,372,ERNSH,Ernst Handel,Austria,2,Andrew Fuller,372,ERNSH,Ernst Handel,Austria,2,Andrew Fuller,ERNSH,Ernst Handel,Austria,2,Andrew Fuller
10595,69,36.0,65,0.25,1997-07-10,ERNSH,2,1,1755.0,1997-07,1997-07-10,372,ERNSH,Ernst Handel,Austria,2,Andrew Fuller,372,ERNSH,Ernst Handel,Austria,2,Andrew Fuller,ERNSH,Ernst Handel,Austria,2,Andrew Fuller
10596,56,38.0,5,0.20000000298023224,1997-07-11,WHITC,8,1,151.99999943375587,1997-07,1997-07-11,373,WHITC,White Clover Markets,USA,8,Laura Callahan,373,WHITC,White Clover Markets,USA,8,Laura Callahan,WHITC,White Clover Markets,USA,8,Laura Callahan
10596,63,43.9,24,0.20000000298023224,1997-07-11,WHITC,8,1,842.8799968600273,1997-07,1997-07-11,373,WHITC,White Clover Markets,USA,8,Laura Callahan,373,WHITC,White Clover Markets,USA,8,Laura Callahan,WHITC,White Clover Markets,USA,8,Laura Callahan
10596,75,7.75,30,0.20000000298023224,1997-07-11,WHITC,8,1,185.999999307096,1997-07,1997-07-11,373,WHITC,White Clover Markets,USA,8,Laura Callahan,373,WHITC,White Clover Markets,USA,8,Laura Callahan,WHITC,White Clover Markets,USA,8,Laura Callahan
10597,24,4.5,35,0.20000000298023224,1997-07-11,PICCO,7,3,125.99999953061342,1997-07,1997-07-11,373,PICCO,Piccolo und mehr,Austria,7,Robert King,373,PICCO,Piccolo und mehr,Austria,7,Robert King,PICCO,Piccolo und mehr,Austria,7,Robert King
10597,57,19.5,20,0.0,1997-07-11,PICCO,7,3,390.0,1997-07,1997-07-11,373,PICCO,Piccolo und mehr,Austria,7,Robert King,373,PICCO,Piccolo und mehr,Austria,7,Robert King,PICCO,Piccolo und mehr,Austria,7,Robert King
10597,65,21.05,12,0.20000000298023224,1997-07-11,PICCO,7,3,202.07999924719334,1997-07,1997-07-11,373,PICCO,Piccolo und mehr,Austria,7,Robert King,373,PICCO,Piccolo und mehr,Austria,7,Robert King,PICCO,Piccolo und mehr,Austria,7,Robert King
10598,27,43.9,50,0.0,1997-07-14,RATTC,1,3,2195.0,1997-07,1997-07-14,376,RATTC,Rattlesnake Canyon Grocery,USA,1,Nancy Davolio,376,RATTC,Rattlesnake Canyon Grocery,USA,1,Nancy Davolio,RATTC,Rattlesnake Canyon Grocery,USA,1,Nancy Davolio
10598,71,21.5,9,0.0,1997-07-14,RATTC,1,3,193.5,1997-07,1997-07-14,376,RATTC,Rattlesnake Canyon Grocery,USA,1,Nancy Davolio,376,RATTC,Rattlesnake Canyon Grocery,USA,1,Nancy Davolio,RATTC,Rattlesnake Canyon Grocery,USA,1,Nancy Davolio
10599,62,49.3,10,0.0,1997-07-15,BSBEV,6,3,493.0,1997-07,1997-07-15,377,BSBEV,B's Beverages,UK,6,Michael Suyama,377,BSBEV,B's Beverages,UK,6,Michael Suyama,BSBEV,B's Beverages,UK,6,Michael Suyama
10600,54,7.45,4,0.0,1997-07-16,HUNGC,4,1,29.8,1997-07,1997-07-16,378,HUNGC,Hungry Coyote Import Store,USA,4,Margaret Peacock,378,HUNGC,Hungry Coyote Import Store,USA,4,Margaret Peacock,HUNGC,Hungry Coyote Import Store,USA,4,Margaret Peacock
10600,73,15.0,30,0.0,1997-07-16,HUNGC,4,1,450.0,1997-07,1997-07-16,378,HUNGC,Hungry Coyote Import Store,USA,4,Margaret Peacock,378,HUNGC,Hungry Coyote Import Store,USA,4,Margaret Peacock,HUNGC,Hungry Coyote Import Store,USA,4,Margaret Peacock
10601,13,6.0,60,0.0,1997-07-16,HILAA,7,1,360.0,1997-07,1997-07-16,378,HILAA,HILARION-Abastos,Venezuela,7,Robert King,378,HILAA,HILARION-Abastos,Venezuela,7,Robert King,HILAA,HILARION-Abastos,Venezuela,7,Robert King
10601,59,55.0,35,0.0,1997-07-16,HILAA,7,1,1925.0,1997-07,1997-07-16,378,HILAA,HILARION-Abastos,Venezuela,7,Robert King,378,HILAA,HILARION-Abastos,Venezuela,7,Robert King,HILAA,HILARION-Abastos,Venezuela,7,Robert King
10602,77,13.0,5,0.25,1997-07-17,VAFFE,8,2,48.75,1997-07,1997-07-17,379,VAFFE,Vaffeljernet,Denmark,8,Laura Callahan,379,VAFFE,Vaffeljernet,Denmark,8,Laura Callahan,VAFFE,Vaffeljernet,Denmark,8,Laura Callahan
10603,22,21.0,48,0.0,1997-07-18,SAVEA,8,2,1008.0,1997-07,1997-07-18,380,SAVEA,Save-a-lot Markets,USA,8,Laura Callahan,380,SAVEA,Save-a-lot Markets,USA,8,Laura Callahan,SAVEA,Save-a-lot Markets,USA,8,Laura Callahan
10603,49,20.0,25,0.05000000074505806,1997-07-18,SAVEA,8,2,474.99999962747097,1997-07,1997-07-18,380,SAVEA,Save-a-lot Markets,USA,8,Laura Callahan,380,SAVEA,Save-a-lot Markets,USA,8,Laura Callahan,SAVEA,Save-a-lot Markets,USA,8,Laura Callahan
10604,48,12.75,6,0.10000000149011612,1997-07-18,FURIB,1,1,68.84999988600612,1997-07,1997-07-18,380,FURIB,Furia Bacalhau e Frutos do Mar,Portugal,1,Nancy Davolio,380,FURIB,Furia Bacalhau e Frutos do Mar,Portugal,1,Nancy Davolio,FURIB,Furia Bacalhau e Frutos do Mar,Portugal,1,Nancy Davolio
10604,76,18.0,10,0.10000000149011612,1997-07-18,FURIB,1,1,161.9999997317791,1997-07,1997-07-18,380,FURIB,Furia Bacalhau e Frutos do Mar,Portugal,1,Nancy Davolio,380,FURIB,Furia Bacalhau e Frutos do Mar,Portugal,1,Nancy Davolio,FURIB,Furia Bacalhau e Frutos do Mar,Portugal,1,Nancy Davolio
10605,16,17.45,30,0.05000000074505806,1997-07-21,MEREP,1,2,497.3249996099621,1997-07,1997-07-21,383,MEREP,Mère Paillarde,Canada,1,Nancy Davolio,383,MEREP,Mère Paillarde,Canada,1,Nancy Davolio,MEREP,Mère Paillarde,Canada,1,Nancy Davolio
10605,59,55.0,20,0.05000000074505806,1997-07-21,MEREP,1,2,1044.9999991804361,1997-07,1997-07-21,383,MEREP,Mère Paillarde,Canada,1,Nancy Davolio,383,MEREP,Mère Paillarde,Canada,1,Nancy Davolio,MEREP,Mère Paillarde,Canada,1,Nancy Davolio
10605,60,34.0,70,0.05000000074505806,1997-07-21,MEREP,1,2,2260.999998226762,1997-07,1997-07-21,383,MEREP,Mère Paillarde,Canada,1,Nancy Davolio,383,MEREP,Mère Paillarde,Canada,1,Nancy Davolio,MEREP,Mère Paillarde,Canada,1,Nancy Davolio
10605,71,21.5,15,0.05000000074505806,1997-07-21,MEREP,1,2,306.3749997597188,1997-07,1997-07-21,383,MEREP,Mère Paillarde,Canada,1,Nancy Davolio,383,MEREP,Mère Paillarde,Canada,1,Nancy Davolio,MEREP,Mère Paillarde,Canada,1,Nancy Davolio
10606,4,22.0,20,0.20000000298023224,1997-07-22,TRADH,4,3,351.9999986886978,1997-07,1997-07-22,384,TRADH,Tradição Hipermercados,Brazil,4,Margaret Peacock,384,TRADH,Tradição Hipermercados,Brazil,4,Margaret Peacock,TRADH,Tradição Hipermercados,Brazil,4,Margaret Peacock
